Date,Year-Qtr,Year,Quarter,Day,Month,Sector,International_Acq,Institutional_Fund_Acq,Public_REIT_Acq,Private_Acq,Other_Acq,Undisclosed_Acq,Total_Acq,International_Disp,Institutional_Fund_Disp,Public_REIT_Disp,Private_Disp,Other_Disp,Undisclosed_Disp,Total_Disp,International_Net,Institutional_Fund_Net,Public_REIT_Net,Private_Net,Other_Net,Undisclosed_Net
12/31/09,09Q4,2009,4,31,12,HOTEL,7244200,219369367,13300000,467703907,12245000,27650000,747512474,78296986,165500000,54100000,360601440,16736667,72277381,747512474,-71052786,53869367,-40800000,107102467,-4491667,-44627381
3/31/10,10Q1,2010,1,31,3,HOTEL,184583333,398262251,381127742,615227514,19504552,27950876,1626656268,139800000,273673293,155851344,1014131632,16900000,26300000,1626656268,44783333,124588958,225276398,-398904117,2604552,1650876
6/30/10,10Q2,2010,2,30,6,HOTEL,212864973,423096483,421101000,749506933,82485752,15000000,1904055142,202695337,431020059,103603909,1015978591,10207252,140549994,1904055142,10169636,-7923576,317497091,-266471657,72278500,-125549994
9/30/10,10Q3,2010,3,30,9,HOTEL,305600000,1188137248,1378900000,704354194,92450000,29280749,3698722191,291900000,936103333,288700000,1991879526,29900000,160239332,3698722191,13700000,252033915,1090200000,-1287525332,62550000,-130958583
12/31/10,10Q4,2010,4,31,12,HOTEL,104477497,5544100380,656300000,1217196059,55484270,9899999,7587458205,4342853755,836897731,349406712,1844498112,77319018,136482878,7587458205,-4238376258,4707202649,306893288,-627302053,-21834748,-126582879
3/31/11,11Q1,2011,1,31,3,HOTEL,251323000,1203881488,1499419985,923529834,15500000,32432892,3926087199,260373318,1088282142,509056333,1938150814,13784200,116440392,3926087199,-9050318,115599347,990363652,-1014620980,1715800,-84007500
6/30/11,11Q2,2011,2,30,6,HOTEL,715924338,1534606496,2025478661,1129524757,38194745,13644485,5457373482,860078000,2014581652,552482643,1761439150,0,268792038,5457373482,-144153662,-479975156,1472996018,-631914393,38194745,-255147553
9/30/11,11Q3,2011,3,30,9,HOTEL,944695192,1677334799,1865840630,1834921887,227946275,16800000,6567538784,447680000,1973556257,259072464,3483621852,292146275,111461937,6567538784,497015192,-296221458,1606768167,-1648699964,-64200000,-94661937
12/31/11,11Q4,2011,4,31,12,HOTEL,157096858,2297046686,410090333,1477935753,44750000,8190957,4395110587,446632250,2140620950,179080111,1525658443,0,103118833,4395110587,-289535392,156425736,231010223,-47722690,44750000,-94927876
3/31/12,12Q1,2012,1,31,3,HOTEL,307330667,1246072913,434984973,1576268358,14194500,23800000,3602651410,736231243,720277934,718455847,1305552959,35169500,86963927,3602651410,-428900576,525794979,-283470875,270715399,-20975000,-63163927
6/30/12,12Q2,2012,2,30,6,HOTEL,324896650,1816659876,593909209,1335435702,30671500,6615636,4108188573,104941952,987592394,1063099962,1726856138,117490000,108208127,4108188573,219954698,829067482,-469190753,-391420435,-86818500,-101592491
9/30/12,12Q3,2012,3,30,9,HOTEL,604518364,1650250278,1425737157,1292754095,8136000,59925000,5041320894,572283256,1216333517,520015000,2397998395,84100000,250590725,5041320894,32235108,433916760,905722157,-1105244300,-75964000,-190665725
12/31/12,12Q4,2012,4,31,12,HOTEL,1068984836,2993259098,811962417,2351319430,96725155,26200000,7348450936,2207088162,1490485564,855046357,2485515989,123204100,187110764,7348450936,-1138103326,1502773533,-43083940,-134196559,-26478945,-160910764
3/31/13,13Q1,2013,1,31,3,HOTEL,2012476452,843817039,899336353,1995760564,21012397,46157846,5818560652,421555000,2554680050,629070433,1989662294,16723373,206869501,5818560652,1590921452,-1710863011,270265920,6098270,4289023,-160711655
6/30/13,13Q2,2013,2,30,6,HOTEL,43175000,3208655835,1596827565,1665410303,74294750,70655186,6659018639,1063248750,1412626321,535414050,3438908925,25990000,182830593,6659018639,-1020073750,1796029514,1061413514,-1773498621,48304750,-112175407
9/30/13,13Q3,2013,3,30,9,HOTEL,523387400,1110402339,1202534854,3666198108,63498227,35250000,6601270927,1111523000,2669678967,587104227,1908988783,45200000,278775950,6601270927,-588135600,-1559276628,615430627,1757209324,18298227,-243525950
12/31/13,13Q4,2013,4,31,12,HOTEL,1044685789,2238333338,824608510,4221574683,25995000,44400000,8399597321,950833355,2293062484,943085367,3733362051,146900000,332354064,8399597321,93852434,-54729146,-118476857,488212633,-120905000,-287954064
3/31/14,14Q1,2014,1,31,3,HOTEL,2833459490,1860385848,879173982,2038174320,12600000,91826976,7715620615,789591819,2968496039,1222276911,2315060789,25200000,394995058,7715620615,2043867671,-1108110191,-343102929,-276886469,-12600000,-303168082
6/30/14,14Q2,2014,2,30,6,HOTEL,1663189086,1391414356,2920432000,2476854646,6406000,55446250,8513742338,513349955,5070704513,209327502,2576713116,53200000,90447252,8513742338,1149839131,-3679290157,2711104498,-99858470,-46794000,-35001002
9/30/14,14Q3,2014,3,30,9,HOTEL,1192877826,2616680858,2517614970,3193511483,20408657,49155000,9590248795,298954881,4707889001,696657872,3625426356,20850000,240470684,9590248795,893922945,-2091208142,1820957098,-431914873,-441343,-191315684
12/31/14,14Q4,2014,4,31,12,HOTEL,1688662880,2437599172,2323943883,3225742340,50800000,68675000,9795423274,1063681159,2855981612,1112238992,4189643512,240058000,333820000,9795423274,624981721,-418382440,1211704891,-963901173,-189258000,-265145000
3/31/15,15Q1,2015,1,31,3,HOTEL,3407338900,2675075479,3886948719,5437982425,66169992,98237500,15571753015,250721300,7461336941,2687865771,4867059255,14505000,290264748,15571753015,3156617600,-4786261461,1199082948,570923169,51664992,-192027248
6/30/15,15Q2,2015,2,30,6,HOTEL,1743663231,5355694834,2174615888,3651111931,14450000,51815580,12991351463,473062505,6560197055,1091112664,4428964267,4125000,433889973,12991351463,1270600727,-1204502221,1083503224,-777852336,10325000,-382074393
9/30/15,15Q3,2015,3,30,9,HOTEL,1653414968,781678857,1518315653,3375251779,61021000,39275000,7428957258,186884987,3153207245,78225000,3862169043,9825000,138645983,7428957258,1466529981,-2371528388,1440090653,-486917264,51196000,-99370983
12/31/15,15Q4,2015,4,31,12,HOTEL,1824174813,8120273479,334201984,4202063809,52200000,70365496,14603279581,918280734,2783674965,7068663163,3519554136,25775000,287331583,14603279581,905894080,5336598514,-6734461180,682509672,26425000,-216966087
3/31/16,16Q1,2016,1,31,3,HOTEL,679031613,1043981585,733700033,3638793338,16425000,31930000,6143861569,401446367,2221740346,266082878,3087702228,76284000,90605750,6143861569,277585246,-1177758761,467617155,551091110,-59859000,-58675750
6/30/16,16Q2,2016,2,30,6,HOTEL,2231900000,1472400168,317663000,3303816018,62000000,72210237,7459989423,818913000,1685945500,1546223330,3263566186,36518950,108822457,7459989423,1412987000,-213545332,-1228560330,40249832,25481050,-36612220
9/30/16,16Q3,2016,3,30,9,HOTEL,6974373962,1359553432,1276839066,3535991730,198204000,47565000,13392527190,499276735,8592062761,1680412006,2513892688,20000000,86883000,13392527190,6475097227,-7232509328,-403572940,1022099042,178204000,-39318000
12/31/16,16Q4,2016,4,31,12,HOTEL,3203612181,1691335356,440749988,4056943758,108525000,34241500,9535407783,515552728,3574248611,1896846105,3394607372,38152500,116000466,9535407783,2688059453,-1882913255,-1456096117,662336385,70372500,-81758966
3/31/17,17Q1,2017,1,31,3,HOTEL,1045772500,928867012,1085821325,3475570695,27280299,100756993,6664068824,221612250,2115438081,1374256440,2652310888,208200000,92251164,6664068824,824160250,-1186571070,-288435115,823259807,-180919701,8505829
6/30/17,17Q2,2017,2,30,6,HOTEL,1397014996,1261291186,960816667,4021201359,61893000,20625000,7722842207,221575000,1997681591,1408604984,3932469381,23865000,138646250,7722842207,1175439996,-736390405,-447788318,88731977,38028000,-118021250
9/30/17,17Q3,2017,3,30,9,HOTEL,696215253,1243910101,1594921615,3643969366,8025000,84337000,7271378335,420430500,2083988790,1308397725,3363535791,6275000,88750530,7271378335,275784753,-840078688,286523891,280433575,1750000,-4413530
12/31/17,17Q4,2017,4,31,12,HOTEL,930750839,1451533955,725491000,3113947381,39190000,60858702,6321771878,491550000,2063079495,870321667,2680286765,104170249,112363702,6321771878,439200839,-611545540,-144830667,433660616,-64980249,-51505000
3/31/18,18Q1,2018,1,31,3,HOTEL,2578887054,2266644744,1349293615,4107783671,39075000,133700000,10475384084,570266721,3369261689,2706645909,3656849716,62860000,109500050,10475384084,2008620334,-1102616945,-1357352294,450933955,-23785000,24199950
6/30/18,18Q2,2018,2,30,6,HOTEL,506515863,2855069696,936763119,5071260376,42625000,54335000,9466569054,1944763611,2127771727,567088155,4409378561,351499991,66067010,9466569054,-1438247747,727297969,369674964,661881815,-308874991,-11732010
9/30/18,18Q3,2018,3,30,9,HOTEL,1196453000,2125283550,476218000,3890109354,40290000,166979476,7895333380,955450000,2476582973,807902957,3415897451,78035000,161465000,7895333380,241003000,-351299422,-331684957,474211904,-37745000,5514476
12/31/18,18Q4,2018,4,31,12,HOTEL,1380193280,3337070298,5060364267,4166677109,24325000,228708644,14197338598,655530000,4188512026,5967866099,3093838331,26160000,265432143,14197338598,724663280,-851441727,-907501832,1072838777,-1835000,-36723499
