Date,Year-Qtr,Year,Quarter,Day,Month,Sector,International_Acq,Institutional_Fund_Acq,Public_REIT_Acq,Private_Acq,Other_Acq,Undisclosed_Acq,Total_Acq,International_Disp,Institutional_Fund_Disp,Public_REIT_Disp,Private_Disp,Other_Disp,Undisclosed_Disp,Total_Disp,International_Net,Institutional_Fund_Net,Public_REIT_Net,Private_Net,Other_Net,Undisclosed_Net
12/31/13,13Q4,2013,4,31,12,INDUSTRIAL,1331154721,3275426132,3799551085,4647603655,1784272031,125676471,14963684094,1796111793,4204422420,1829819099,4538314415,2231198854,363817513,14963684094,-464957072,-928996288,1969731986,109289239,-446926823,-238141042
3/31/14,14Q1,2014,1,31,3,INDUSTRIAL,885339445,2894655909,492657550,5038989826,1545855213,48473805,10905971748,611580144,2703678716,1214212534,4685933626,1204529513,486037215,10905971748,273759301,190977193,-721554984,353056200,341325699,-437563410
6/30/14,14Q2,2014,2,30,6,INDUSTRIAL,411096165,3189106850,1263602636,5836114872,1467953415,109727630,12277601568,420492350,1810662817,916861385,6041146746,2823229290,265208980,12277601568,-9396185,1378444033,346741250,-205031874,-1355275875,-155481350
9/30/14,14Q3,2014,3,30,9,INDUSTRIAL,773197886,3086968125,790040312,5099900301,1681534234,244575116,11676215975,349691926,2936010227,524418829,5722963340,1749236111,393895542,11676215975,423505961,150957898,265621483,-623063039,-67701877,-149320426
12/31/14,14Q4,2014,4,31,12,INDUSTRIAL,304980200,3927565407,3258727730,6226444752,1598188419,173976180,15489882688,866348485,3177168969,1504070116,7864627514,1725838736,351828868,15489882688,-561368285,750396438,1754657614,-1638182763,-127650317,-177852688
3/31/15,15Q1,2015,1,31,3,INDUSTRIAL,9294771934,1871824704,2658698774,4620427789,1970009149,204355924,20620088274,555356436,10325333874,2097503613,5563810244,1785334541,292749565,20620088274,8739415498,-8453509170,561195161,-943382455,184674608,-88393641
6/30/15,15Q2,2015,2,30,6,INDUSTRIAL,5784811514,2819322296,919968709,5694925795,1660909959,191416202,17071354475,240170431,7727372943,919733279,5876187938,1956439048,351450836,17071354475,5544641083,-4908050647,235429,-181262143,-295529088,-160034634
9/30/15,15Q3,2015,3,30,9,INDUSTRIAL,626578529,3694039526,1586454255,6043709814,1602038328,185381157,13738201610,803686066,2844282134,802897035,6783065417,2051355458,452915499,13738201610,-177107537,849757392,783557219,-739355602,-449317130,-267534341
12/31/15,15Q4,2015,4,31,12,INDUSTRIAL,10939385469,3746380479,2752747782,7627511813,1772461800,193520730,27032008073,4063025181,3100577220,2470424593,14331902332,2696659933,369418814,27032008073,6876360288,645803259,282323190,-6704390519,-924198133,-175898084
3/31/16,16Q1,2016,1,31,3,INDUSTRIAL,433194104,5466911818,547563533,5372517590,1542801632,59313463,13422302140,212129446,1717906086,3769580654,5974672776,1579262080,168751097,13422302140,221064658,3749005732,-3222017121,-602155186,-36460449,-109437634
6/30/16,16Q2,2016,2,30,6,INDUSTRIAL,519866172,2347799423,1539710244,7331677926,2031668272,84149386,13854871422,728040679,3357498474,1003875691,5970850337,2481896042,312710200,13854871422,-208174507,-1009699051,535834552,1360827590,-450227770,-228560814
9/30/16,16Q3,2016,3,30,9,INDUSTRIAL,885559751,3891691389,1941678153,6561362565,1623298422,219692899,15123283179,677210644,4625642447,1041469653,6302842979,2158444787,317672669,15123283179,208349106,-733951058,900208500,258519587,-535146365,-97979770
12/31/16,16Q4,2016,4,31,12,INDUSTRIAL,1642356180,4664556854,2015032259,7296702979,2042806911,201123676,17862578859,827891502,5414661673,1005643319,8030692071,2462943817,120746477,17862578859,814464677,-750104819,1009388941,-733989093,-420136905,80377199
3/31/17,17Q1,2017,1,31,3,INDUSTRIAL,1405158449,3386678671,1469774184,6992390596,2240106297,151168647,15645276844,685535160,4872201761,429254238,5994678106,3466356841,197250737,15645276844,719623288,-1485523089,1040519945,997712490,-1226250544,-46082090
6/30/17,17Q2,2017,2,30,6,INDUSTRIAL,1178996927,2708418723,2401254123,7208900901,1667269747,300279155,15465119576,671080657,3473237638,598272814,8348185919,2129713009,244629538,15465119576,507916269,-764818915,1802981309,-1139285018,-462443262,55649617
9/30/17,17Q3,2017,3,30,9,INDUSTRIAL,1535735371,5432157865,6827589844,8098562445,1771356085,81452465,23746854075,595931310,7336679645,4455900409,8931257013,2252357235,174728462,23746854075,939804061,-1904521780,2371689435,-832694568,-481001151,-93275997
12/31/17,17Q4,2017,4,31,12,INDUSTRIAL,1959394239,3904566501,2889727272,8057530641,1994172686,95096197,18900487536,1898784068,3218370434,1116176926,9699421607,2785450858,182283644,18900487536,60610172,686196067,1773550346,-1641890966,-791278172,-87187446
3/31/18,18Q1,2018,1,31,3,INDUSTRIAL,4369895351,2743403279,1332858946,10325339338,1946754076,224188998,20942439989,4808703025,3832019367,1058298167,8969591558,2134840872,138987000,20942439989,-438807674,-1088616088,274560780,1355747780,-188086796,85201998
6/30/18,18Q2,2018,2,30,6,INDUSTRIAL,4135796685,4196582598,2210755922,7801283868,1191414218,164894158,19700727449,1141395888,2849363802,1038822613,12024989760,2423464582,222690804,19700727449,2994400797,1347218795,1171933309,-4223705892,-1232050364,-57796647
9/30/18,18Q3,2018,3,30,9,INDUSTRIAL,1049292793,4686714149,9683933220,7511887636,1230120979,393539984,24555488762,743408666,2937405466,8850150810,8853156668,3022868746,148498404,24555488762,305884127,1749308683,833782410,-1341269032,-1792747767,245041579
12/31/18,18Q4,2018,4,31,12,INDUSTRIAL,1801795497,12116484516,2894662937,8777128472,1350784491,300650214,27241506127,1203658642,3895260305,8166815448,10405142241,3298607655,272021836,27241506127,598136855,8221224211,-5272152510,-1628013770,-1947823164,28628378
3/31/01,01Q1,2001,1,31,3,MULTIFAMILY,148360000,1073563306,641260910,2522516446,37400000,194350491,4617451153,49695000,986421251,454938961,2055889979,35776000,1034729962,4617451153,98665000,87142055,186321949,466626467,1624000,-840379472
6/30/01,01Q2,2001,2,30,6,MULTIFAMILY,29997500,1589423892,508471992,2812709249,156300000,383774130,5480676763,51150000,908209672,892592250,2489557956,46900000,1092266885,5480676763,-21152500,681214221,-384120258,323151292,109400000,-708492755
9/30/01,01Q3,2001,3,30,9,MULTIFAMILY,68766000,1312951701,830415833,3504229409,73900000,329500483,6119763426,69296667,1160523934,1205868612,2691469340,50012500,942592373,6119763426,-530667,152427767,-375452779,812760069,23887500,-613091890
12/31/01,01Q4,2001,4,31,12,MULTIFAMILY,13271300,1321049248,402970782,3253068869,125100000,226697391,5342157590,252947141,1010549690,783120000,2374213307,69295000,852032453,5342157590,-239675841,310499558,-380149218,878855562,55805000,-625335061
3/31/02,02Q1,2002,1,31,3,MULTIFAMILY,75625000,894736722,1346163663,2601667070,244120000,204008850,5366321306,263225000,1161750102,481467489,2877607129,19100000,563171586,5366321306,-187600000,-267013379,864696174,-275940059,225020000,-359162736
6/30/02,02Q2,2002,2,30,6,MULTIFAMILY,308586500,1395515500,1069084789,3266601225,63600000,179530919,6282918933,136150000,1527675000,817232000,2664634297,70300000,1066927636,6282918933,172436500,-132159500,251852789,601966927,-6700000,-887396717
9/30/02,02Q3,2002,3,30,9,MULTIFAMILY,104880000,1445693139,1036816100,3209908210,245933333,190626299,6233857080,99198000,1460992342,564723773,3454478866,0,654464100,6233857080,5682000,-15299203,472092327,-244570656,245933333,-463837802
12/31/02,02Q4,2002,4,31,12,MULTIFAMILY,190800000,1943855819,972267228,4279483755,125955500,275570500,7787932801,156848000,1340322983,1111475737,3849670477,43554000,1286061604,7787932801,33952000,603532835,-139208508,429813277,82401500,-1010491104
3/31/03,03Q1,2003,1,31,3,MULTIFAMILY,254082421,1101194525,373208112,3923775269,58500000,261048703,5971809029,228289600,618499175,927947547,2907273227,167376521,1122422959,5971809029,25792821,482695350,-554739435,1016502041,-108876521,-861374256
6/30/03,03Q2,2003,2,30,6,MULTIFAMILY,172904000,2268570477,1130633198,4934751610,88531000,316771068,8912161353,154141667,1643035692,1808145970,3989518580,74880928,1242438515,8912161353,18762333,625534784,-677512772,945233030,13650072,-925667448
9/30/03,03Q3,2003,3,30,9,MULTIFAMILY,90985000,1447080808,957545756,4798657041,106287750,341939195,7742495550,127467874,2005663500,1574575596,2984608327,48575000,1001605253,7742495550,-36482874,-558582692,-617029840,1814048714,57712750,-659666058
12/31/03,03Q4,2003,4,31,12,MULTIFAMILY,172495000,2477623090,1474664285,5626198408,270279400,440872975,10462133158,61700000,2487245319,1829825992,4759373060,66767833,1257220954,10462133158,110795000,-9622229,-355161708,866825348,203511567,-816347979
3/31/04,04Q1,2004,1,31,3,MULTIFAMILY,169442500,1852532646,1399981833,5868986218,52496000,211904818,9555344015,198181005,1569075234,1295567594,5352491939,31375000,1108653243,9555344015,-28738505,283457412,104414239,516494278,21121000,-896748425
6/30/04,04Q2,2004,2,30,6,MULTIFAMILY,249850000,2260988669,1083077467,7955517302,28704500,398014631,11976152569,152856667,2236473493,1177595495,7064376616,53725000,1291125298,11976152569,96993333,24515177,-94518028,891140686,-25020500,-893110668
9/30/04,04Q3,2004,3,30,9,MULTIFAMILY,356493000,2843277508,1755457578,8200815790,224710000,590342969,13971096845,65435000,2337250963,2477584915,7616780966,186377000,1287668001,13971096845,291058000,506026545,-722127337,584034824,38333000,-697325032
12/31/04,04Q4,2004,4,31,12,MULTIFAMILY,317329669,3768579076,2520381194,10926774663,78624267,724277319,18335966189,146079000,4435782771,2550618331,9803439025,247825000,1152222062,18335966189,171250669,-667203694,-30237137,1123335638,-169200733,-427944743
3/31/05,05Q1,2005,1,31,3,MULTIFAMILY,1404600000,3521367842,4349708656,12493895322,94939000,820593053,22685103872,194139827,4476372433,4378706484,12523834333,251422767,860628028,22685103872,1210460173,-955004592,-28997828,-29939011,-156483767,-40034975
6/30/05,05Q2,2005,2,30,6,MULTIFAMILY,458286354,3718038462,1685208295,12634074330,216809478,910155529,19622572448,81243700,3724599542,1378305289,13174652626,132783463,1130987828,19622572448,377042654,-6561080,306903006,-540578295,84026015,-220832300
9/30/05,05Q3,2005,3,30,9,MULTIFAMILY,771335000,9088852393,3348747900,16567924995,170123150,990855467,30937838904,619784333,4836302686,5067304247,18292253005,170525000,1951669632,30937838904,151550667,4252549707,-1718556348,-1724328011,-401850,-960814165
12/31/05,05Q4,2005,4,31,12,MULTIFAMILY,792568894,5148105183,3419552975,16201150818,139950100,1046106658,26747434628,1627912098,6744514331,2454118340,14157529488,249537163,1513823209,26747434628,-835343204,-1596409148,965434636,2043621330,-109587063,-467716551
3/31/06,06Q1,2006,1,31,3,MULTIFAMILY,3355417214,7249493822,1973765445,15276226502,288147075,613702127,28756752186,233148500,3380084561,5359236983,18238511600,264829944,1280940598,28756752186,3122268714,3869409261,-3385471537,-2962285098,23317131,-667238471
6/30/06,06Q2,2006,2,30,6,MULTIFAMILY,637486592,6683921005,1348706347,12319377810,303341080,499480583,21792313418,1789690678,3790182364,2053579361,12700079650,394161118,1064620246,21792313418,-1152204086,2893738641,-704873014,-380701840,-90820038,-565139663
9/30/06,06Q3,2006,3,30,9,MULTIFAMILY,721387162,5085901868,2360076142,10827814335,169979034,499775175,19664933715,128390000,2911719387,1139301990,13370091441,386913625,1728517273,19664933715,592997162,2174182481,1220774152,-2542277106,-216934591,-1228742098
12/31/06,06Q4,2006,4,31,12,MULTIFAMILY,770398321,14250043225,3327844385,10807385105,107106668,537303737,29800081441,1560593167,9347508431,3510235474,12924564454,257792545,2199387371,29800081441,-790194846,4902534795,-182391089,-2117179349,-150685877,-1662083634
3/31/07,07Q1,2007,1,31,3,MULTIFAMILY,2491959653,6090559455,1295334831,11990885673,214708837,354558500,22438006949,265736040,4224969342,2160416112,13472585017,647531858,1666768580,22438006949,2226223613,1865590112,-865081281,-1481699344,-432823021,-1312210080
6/30/07,07Q2,2007,2,30,6,MULTIFAMILY,1134554205,5083613121,1763232966,12836500083,145230200,273705133,21236835709,247525000,3640375682,1656950753,14218830297,235019500,1238134477,21236835709,887029205,1443237438,106282214,-1382330214,-89789300,-964429344
9/30/07,07Q3,2007,3,30,9,MULTIFAMILY,962896523,9106271206,1230812566,12562345302,476218729,238118500,24576662826,541322647,3371290577,3298900358,16070462677,98581392,1196105175,24576662826,421573876,5734980629,-2068087792,-3508117375,377637338,-957986675
12/31/07,07Q4,2007,4,31,12,MULTIFAMILY,609239836,24154516774,573266600,10465955172,235794825,324367362,36363140569,395132678,3075863537,21614278841,10146307205,138430000,993128308,36363140569,214107158,21078653237,-21041012241,319647967,97364825,-668760946
3/31/08,08Q1,2008,1,31,3,MULTIFAMILY,739808009,5495088891,779801500,7182929316,102933217,195052587,14495613520,278338915,2076981614,2940222495,8053110676,235863333,911096486,14495613520,461469093,3418107277,-2160420995,-870181360,-132930117,-716043899
6/30/08,08Q2,2008,2,30,6,MULTIFAMILY,601993193,2334060801,1287294781,6284637926,199429199,215811000,10923226900,193362185,2099782246,2326230693,5332927081,33470000,937454695,10923226900,408631008,234278555,-1038935911,951710844,165959199,-721643695
9/30/08,08Q3,2008,3,30,9,MULTIFAMILY,208325000,2714168952,873804045,6679895891,440930500,267014978,11184139366,77653000,2402468065,2205475066,5536115799,90485099,871942338,11184139366,130672000,311700887,-1331671021,1143780092,350445401,-604927360
12/31/08,08Q4,2008,4,31,12,MULTIFAMILY,158393059,1273996999,237291000,4101462602,112594347,188988929,6072726936,7600000,860523667,1286388418,3307901494,36012496,574300862,6072726936,150793059,413473333,-1049097418,793561108,76581851,-385311933
3/31/09,09Q1,2009,1,31,3,MULTIFAMILY,41385000,287780733,4500000,2400342100,25230000,108069500,2867307333,25900000,393837966,471754993,1675896131,93433969,206484274,2867307333,15485000,-106057233,-467254993,724445969,-68203969,-98414774
6/30/09,09Q2,2009,2,30,6,MULTIFAMILY,356331307,498506292,212234229,2886629717,101195548,139366125,4194263218,85312500,1266560553,718895003,1750196322,34564850,338733989,4194263218,271018807,-768054261,-506660774,1136433395,66630698,-199367864
9/30/09,09Q3,2009,3,30,9,MULTIFAMILY,227612000,588290023,66500000,3223357985,49720000,106161767,4261641774,60395000,947275064,1020833772,1853905181,104374924,274857833,4261641774,167217000,-358985041,-954333772,1369452804,-54654924,-168696067
12/31/09,09Q4,2009,4,31,12,MULTIFAMILY,283885000,615745340,360621518,4466463263,137231750,102333000,5966279870,227780000,1415767793,1216077303,2748594198,134243956,223816620,5966279870,56105000,-800022454,-855455785,1717869065,2987794,-121483620
3/31/10,10Q1,2010,1,31,3,MULTIFAMILY,399896528,1080063309,765090691,2590268118,196968990,48266500,5080554136,38275000,942404163,645076240,3168635465,109397500,176765769,5080554136,361621528,137659147,120014451,-578367347,87571490,-128499269
6/30/10,10Q2,2010,2,30,6,MULTIFAMILY,350112000,1161721246,463367715,3590999807,76139045,67794780,5710134593,92135000,1636206847,409735084,3171464413,101021444,299571805,5710134593,257977000,-474485602,53632632,419535393,-24882399,-231777025
9/30/10,10Q3,2010,3,30,9,MULTIFAMILY,464815269,3269637175,2192501415,4319712474,37512606,216079912,10500258851,376430067,4264585923,562207200,4542702604,321063141,433269917,10500258851,88385202,-994948747,1630294215,-222990130,-283550536,-217190005
12/31/10,10Q4,2010,4,31,12,MULTIFAMILY,747193875,4484843020,1363757407,7633124655,192410000,115580151,14536909108,207834207,4629218077,1076207484,7594733065,347160238,681756037,14536909108,539359668,-144375057,287549923,38391590,-154750238,-566175887
3/31/11,11Q1,2011,1,31,3,MULTIFAMILY,380731000,3611432057,1030911305,3900992794,84108293,29000876,9037176325,178104167,2781303930,599383392,4784846941,133161734,560376161,9037176325,202626833,830128126,431527913,-883854147,-49053441,-531375285
6/30/11,11Q2,2011,2,30,6,MULTIFAMILY,1157157649,5146713213,1602913434,6439895430,118479637,80770445,14545929808,774475097,2678448817,1920449535,8125508422,335387050,711660887,14545929808,382682552,2468264396,-317536102,-1685612992,-216907413,-630890442
9/30/11,11Q3,2011,3,30,9,MULTIFAMILY,1228632319,5422997930,1873529341,6655723785,91794147,120028535,15392706056,262346862,3771745068,1127765877,9254067926,463408412,513371912,15392706056,966285457,1651252862,745763464,-2598344141,-371614265,-393343377
12/31/11,11Q4,2011,4,31,12,MULTIFAMILY,1418245457,5571554201,2272444617,8859547855,58679309,142922863,18323394303,622419710,5099308711,961050199,10726947737,253834847,659833099,18323394303,795825748,472245490,1311394418,-1867399882,-195155538,-516910236
3/31/12,12Q1,2012,1,31,3,MULTIFAMILY,797793500,3659089828,1278406124,7629140032,21449637,84350756,13470229877,288000000,4313238950,604538333,7438106887,317452757,508892951,13470229877,509793500,-654149122,673867791,191033145,-296003120,-424542195
6/30/12,12Q2,2012,2,30,6,MULTIFAMILY,838784679,7013066053,1513653334,8328170716,54086553,113815149,17861576484,502784174,6082662197,1141976185,8620291745,180778447,1333083736,17861576484,336000505,930403857,371677148,-292121029,-126691894,-1219268587
9/30/12,12Q3,2012,3,30,9,MULTIFAMILY,1052615474,13542324848,2152787840,9348722392,191521358,85810000,26373781912,8381648571,5602617042,660520155,10758235038,257679828,713081280,26373781912,-7329033097,7939707807,1492267685,-1409512646,-66158470,-627271280
12/31/12,12Q4,2012,4,31,12,MULTIFAMILY,1882793140,8269534609,2285822448,15937327185,327679018,281527114,28984683513,1095074029,7923297223,2068914841,16332429926,757014212,807953283,28984683513,787719111,346237385,216907607,-395102741,-429335194,-526426169
3/31/13,13Q1,2013,1,31,3,MULTIFAMILY,2780783290,3015150764,15681594124,9471789648,63086543,174847556,31187251925,1270471983,18283337213,3874906409,7012316588,169578714,576641018,31187251925,1510311307,-15268186449,11806687715,2459473060,-106492171,-401793462
6/30/13,13Q2,2013,2,30,6,MULTIFAMILY,1491368180,4881232345,1268242267,10644890624,87645989,162673432,18536052837,686399884,6083007703,1506366731,9310351654,362598894,587327970,18536052837,804968296,-1201775359,-238124465,1334538970,-274952905,-424654538
9/30/13,13Q3,2013,3,30,9,MULTIFAMILY,1205945558,6981949993,669728167,12333714538,117821217,245427486,21554586957,826205286,6560844980,1542911733,11319145375,451450574,854029009,21554586957,379740272,421105012,-873183567,1014569162,-333629357,-608601523
12/31/13,13Q4,2013,4,31,12,MULTIFAMILY,1715417783,8982157127,3314646563,16192188037,328527491,515568739,31048505739,1444939881,8839684907,3245809151,15515644543,916148641,1086278617,31048505739,270477902,142472220,68837412,676543495,-587621150,-570709878
3/31/14,14Q1,2014,1,31,3,MULTIFAMILY,759986309,5269011582,628773800,12179150207,229797756,262281425,19329001080,616394264,5382766321,780790933,11464814802,410474406,673760354,19329001080,143592045,-113754739,-152017133,714335405,-180676650,-411478928
6/30/14,14Q2,2014,2,30,6,MULTIFAMILY,1534732865,6284581364,5138891740,13411752293,219827181,285816080,26875601523,514215000,5360550718,5422077130,13683517694,1001582632,893658349,26875601523,1020517865,924030646,-283185390,-271765401,-781755451,-607842269
9/30/14,14Q3,2014,3,30,9,MULTIFAMILY,2347447930,9267310086,1438591205,18015045331,293298208,202470160,31564162919,1578844574,10319393044,1780440672,16494806441,397124548,993553640,31564162919,768603357,-1052082958,-341849467,1520238890,-103826341,-791083480
12/31/14,14Q4,2014,4,31,12,MULTIFAMILY,1410682750,9275545155,1651082395,21698190972,294596700,573588929,34903686901,981622228,10241972850,1568670435,20319804899,605713234,1185903256,34903686901,429060522,-966427694,82411960,1378386072,-311116534,-612314326
3/31/15,15Q1,2015,1,31,3,MULTIFAMILY,4817839261,8726392114,1215332747,18978748195,79141500,131533921,33948987737,925850070,8539151428,1680138112,22060882046,129572864,613393217,33948987737,3891989191,187240686,-464805365,-3082133851,-50431364,-481859297
6/30/15,15Q2,2015,2,30,6,MULTIFAMILY,2557935190,6791307866,1665134663,19559998297,294127004,337698122,31206201143,1420447717,7802286547,1532844498,19362445197,255289655,832887530,31206201143,1137487473,-1010978681,132290165,197553100,38837349,-495189408
9/30/15,15Q3,2015,3,30,9,MULTIFAMILY,1474233944,8743794492,1406365188,22258200908,130872657,287251646,34300718836,961267648,8515019152,3110472055,20555814706,325761113,832384162,34300718836,512966296,228775340,-1704106867,1702386202,-194888456,-545132516
12/31/15,15Q4,2015,4,31,12,MULTIFAMILY,8673668026,18173662494,2503998310,22274489836,239749133,925856001,52791423799,1625685224,10202049375,9954230986,24123693126,846194009,6039571080,52791423799,7047982803,7971613119,-7450232676,-1849203291,-606444876,-5113715079
3/31/16,16Q1,2016,1,31,3,MULTIFAMILY,3029252356,14392755712,1463734656,20047194415,249808295,486160239,39668905674,897834967,7980030740,8994597233,21023989188,277762198,494691347,39668905674,2131417389,6412724972,-7530862577,-976794773,-27953903,-8531108
6/30/16,16Q2,2016,2,30,6,MULTIFAMILY,3062800220,7960108663,1377889195,22259534438,311182994,433095209,35404610718,1739720640,7317577524,1826894278,23590867483,360253465,569297329,35404610718,1323079580,642531139,-449005083,-1331333044,-49070471,-136202120
9/30/16,16Q3,2016,3,30,9,MULTIFAMILY,1593539725,8184652575,1103448010,25737034260,322707833,961665707,37903048110,1592822708,10677559570,1822963298,22840210769,378431335,591060430,37903048110,717017,-2492906996,-719515288,2896823491,-55723502,370605278
12/31/16,16Q4,2016,4,31,12,MULTIFAMILY,3535355522,9750669401,4840128205,27442123710,202338520,1016365718,46786981076,1597129094,14197069772,6317358583,23145508796,834464082,695450749,46786981076,1938226428,-4446400371,-1477230378,4296614914,-632125562,320914969
3/31/17,17Q1,2017,1,31,3,MULTIFAMILY,2102072750,4971753960,1317299746,18928084103,211397550,489886360,28020494468,831723685,7536960791,1959996358,16875672947,306165120,509975568,28020494468,1270349065,-2565206831,-642696612,2052411156,-94767570,-20089208
6/30/17,17Q2,2017,2,30,6,MULTIFAMILY,2597947235,10284876770,1464603404,21678409895,275870998,669826869,36971535170,4487592164,10331833766,1286240029,20112951084,385238693,367679435,36971535170,-1889644929,-46956996,178363374,1565458811,-109367694,302147434
9/30/17,17Q3,2017,3,30,9,MULTIFAMILY,5306240574,8012582061,2221417445,25788359020,328832360,650831381,42308262841,1398567130,11256555019,4258426419,24635452126,491658601,267603546,42308262841,3907673444,-3243972958,-2037008974,1152906894,-162826241,383227835
12/31/17,17Q4,2017,4,31,12,MULTIFAMILY,3112139228,12272186390,2095374537,27316540743,919165881,899326350,46614733129,1171656500,15070890597,1156298000,28229798249,328040728,658049054,46614733129,1940482728,-2798704207,939076537,-913257507,591125153,241277296
3/31/18,18Q1,2018,1,31,3,MULTIFAMILY,2611268347,6796478085,1206756361,24080709212,363823388,667624841,35726660234,1288640210,7606055598,1228353367,25142689950,171420100,289501008,35726660234,1322628137,-809577513,-21597006,-1061980738,192403288,378123833
6/30/18,18Q2,2018,2,30,6,MULTIFAMILY,2895652713,8770344956,983937454,22997264934,211036019,692072391,36550308466,1651062809,8758313283,1525474834,24240157619,231773491,143526430,36550308466,1244589904,12031673,-541537381,-1242892685,-20737472,548545961
9/30/18,18Q3,2018,3,30,9,MULTIFAMILY,2967581809,9983434415,2184209022,32819844079,273946867,1190688140,49419704333,3034066028,12071636734,6335870139,27237889548,336705148,403536735,49419704333,-66484220,-2088202319,-4151661117,5581954531,-62758281,787151405
12/31/18,18Q4,2018,4,31,12,MULTIFAMILY,6283887564,12415840144,778969989,29360510050,515911915,1560049412,50915169075,2336099001,10108997442,6581495302,30317364988,724125886,847086456,50915169075,3947788564,2306842703,-5802525313,-956854938,-208213971,712962956
3/31/05,05Q1,2005,1,31,3,HOTEL,8450000,2478569563,1399510035,2484945460,79400000,139691800,6590566858,855482925,961589763,1565891560,2616351203,163045000,428206406,6590566858,-847032925,1516979800,-166381526,-131405744,-83645000,-288514606
6/30/05,05Q2,2005,2,30,6,HOTEL,271650000,2234056821,2441642679,2207996178,93580325,203469367,7452395369,1606015500,1264955336,1002082049,3165706798,47508000,366127686,7452395369,-1334365500,969101485,1439560630,-957710620,46072325,-162658319
9/30/05,05Q3,2005,3,30,9,HOTEL,542614000,3742113892,1074208650,3986127617,57825000,160159000,9563048159,89000000,2032379966,4731407173,2353358753,5970100,350932167,9563048159,453614000,1709733926,-3657198523,1632768864,51854900,-190773167
12/31/05,05Q4,2005,4,31,12,HOTEL,207000000,2368671263,969270625,3940824738,106741600,250583480,7843091706,943966667,1094755000,2789671053,2432814780,28500000,553384207,7843091706,-736966667,1273916263,-1820400428,1508009958,78241600,-302800727
3/31/06,06Q1,2006,1,31,3,HOTEL,109500000,6447958375,1980118729,4569879453,46340000,232430130,13386226687,875903929,2275989100,5548902575,4098519671,107193500,479717912,13386226687,-766403929,4171969275,-3568783846,471359782,-60853500,-247287782
6/30/06,06Q2,2006,2,30,6,HOTEL,533195000,7603873746,4159319800,2622299777,96121000,149020745,15163830068,1137761000,1488432667,6104276236,5934082396,12950000,486327769,15163830068,-604566000,6115441080,-1944956436,-3311782620,83171000,-337307024
9/30/06,06Q3,2006,3,30,9,HOTEL,684840736,2148804204,1982573597,3241695718,67973378,41076000,8166963633,633664950,2003070597,1603029340,3214607718,162080300,550510728,8166963633,51175786,145733607,379544257,27088000,-94106922,-509434728
12/31/06,06Q4,2006,4,31,12,HOTEL,869092665,1600300705,1000527727,2399889538,59400001,148055000,6077265636,304139075,1587849869,1054382200,2841176822,52164359,237553310,6077265636,564953590,12450836,-53854473,-441287284,7235642,-89498310
3/31/07,07Q1,2007,1,31,3,HOTEL,921565353,3579877627,1022875368,3185126487,36325000,118598100,8864367934,436720000,2772654862,1035509649,4039967541,77640787,501875096,8864367934,484845353,807222765,-12634281,-854841054,-41315787,-383276996
6/30/07,07Q2,2007,2,30,6,HOTEL,10735042239,9653859061,2801451723,4240989802,83332600,70892000,27585567425,1581016729,10502855591,4100561988,10863566378,93510190,444056549,27585567425,9154025510,-848996530,-1299110265,-6622576576,-10177590,-373164549
9/30/07,07Q3,2007,3,30,9,HOTEL,1856718223,5196163425,135883113,4065418588,148759790,96490680,11499433819,1823241248,1678611378,3087430481,4444122985,81575325,384452403,11499433819,33476976,3517552047,-2951547367,-378704396,67184465,-287961723
12/31/07,07Q4,2007,4,31,12,HOTEL,184344115,29460429371,404700000,2593605814,209500000,53000268,32905579569,3750000,2309833886,28262843374,1920923426,75948333,332280549,32905579569,180594115,27150595485,-27858143374,672682388,133551667,-279280281
3/31/08,08Q1,2008,1,31,3,HOTEL,529882060,1031283349,112782500,3019482698,34872000,109530000,4837832607,78622500,1632460210,144555500,2526649744,154500000,301044654,4837832607,451259560,-601176861,-31773000,492832955,-119628000,-191514654
6/30/08,08Q2,2008,2,30,6,HOTEL,656049973,742892000,117043000,1717818135,21600000,97912351,3353315459,7247340,189375000,579057000,2221914768,62442000,293279351,3353315459,648802633,553517000,-462014000,-504096633,-40842000,-195367000
9/30/08,08Q3,2008,3,30,9,HOTEL,24600000,973965476,28617000,1090549190,35650000,63650000,2217031666,444633333,441506000,150575000,1002502633,17537500,160277200,2217031666,-420033333,532459476,-121958000,88046557,18112500,-96627200
12/31/08,08Q4,2008,4,31,12,HOTEL,34013089,3400000,22000000,1053234260,20420000,37482900,1170550249,0,30030631,162887500,839070519,45231600,93330000,1170550249,34013089,-26630631,-140887500,214163742,-24811600,-55847100
3/31/09,09Q1,2009,1,31,3,HOTEL,5500000,251210500,0,630053642,35502776,45071000,967337918,139955500,42065000,128075000,581536342,46100000,29606076,967337918,-134455500,209145500,-128075000,48517300,-10597224,15464924
6/30/09,09Q2,2009,2,30,6,HOTEL,17650000,50722500,67000000,465461303,33775000,14283544,648892347,9500000,65148544,100021500,372426003,26600000,75196300,648892347,8150000,-14426044,-33021500,93035300,7175000,-60912756
9/30/09,09Q3,2009,3,30,9,HOTEL,246819917,117200000,0,456234799,28550000,19500000,868304716,3000000,62363500,309066666,441034549,24690000,28150000,868304716,243819917,54836500,-309066666,15200250,3860000,-8650000
