Ticker,Sector,Holder,Shares,Date Reported,% Out,Value,Rank,Ticker-Rank,Value/Share
AVB,APARTMENT,"Vanguard Group, Inc.",22097202,3/30/21,0.1583,4077154741,0,AVB-0,184.51
AVB,APARTMENT,Blackrock Inc.,13865871,3/30/21,0.0993,2558391858,1,AVB-1,184.51
AVB,APARTMENT,State Street Corporation,8301360,3/30/21,0.0595,1531683933,2,AVB-2,184.51
AVB,APARTMENT,"Principal Financial Group, Inc.",4965275,3/30/21,0.0356,916142890,3,AVB-3,184.51
AVB,APARTMENT,JP Morgan Chase & Company,4521782,3/30/21,0.0324,834313996,4,AVB-4,184.51
AVB,APARTMENT,Norges Bank Investment Management,3730665,12/30/20,0.0267,598510585,5,AVB-5,160.43
AVB,APARTMENT,Price (T.Rowe) Associates Inc,3282494,3/30/21,0.0235,605652967,6,AVB-6,184.51
AVB,APARTMENT,PGGM Investments,3042467,3/30/21,0.0218,561365586,7,AVB-7,184.51
AVB,APARTMENT,"Geode Capital Management, LLC",2811177,3/30/21,0.0201,518690268,8,AVB-8,184.51
AVB,APARTMENT,Invesco Ltd.,2785437,3/30/21,0.02,513940980,9,AVB-9,184.51
EQR,APARTMENT,"Vanguard Group, Inc.",57730764,3/30/21,0.1544,4135254625,0,EQR-0,71.63
EQR,APARTMENT,Blackrock Inc.,37700811,3/30/21,0.1008,2700509091,1,EQR-1,71.63
EQR,APARTMENT,Norges Bank Investment Management,28825495,12/30/20,0.0771,1708775343,2,EQR-2,59.28
EQR,APARTMENT,State Street Corporation,21126599,3/30/21,0.0565,1513298286,3,EQR-3,71.63
EQR,APARTMENT,Price (T.Rowe) Associates Inc,18939314,3/30/21,0.0506,1356623061,4,EQR-4,71.63
EQR,APARTMENT,Apg Asset Management Us Inc.,12637000,3/30/21,0.0338,905188310,5,EQR-5,71.63
EQR,APARTMENT,Macquarie Group Limited,10099834,3/30/21,0.027,723451109,6,EQR-6,71.63
EQR,APARTMENT,Bank of America Corporation,8111322,3/30/21,0.0217,581013994,7,EQR-7,71.63
EQR,APARTMENT,"Geode Capital Management, LLC",6723904,3/30/21,0.018,481633243,8,EQR-8,71.63
EQR,APARTMENT,Northern Trust Corporation,6636082,3/30/21,0.0177,475342553,9,EQR-9,71.63
ESS,APARTMENT,"Vanguard Group, Inc.",10272897,3/30/21,0.158,2792584320,0,ESS-0,271.84
ESS,APARTMENT,Blackrock Inc.,6625487,3/30/21,0.1019,1801072386,1,ESS-1,271.84
ESS,APARTMENT,Cohen & Steers Inc.,5195289,3/30/21,0.0799,1412287361,2,ESS-2,271.84
ESS,APARTMENT,State Street Corporation,4810370,3/30/21,0.074,1307650980,3,ESS-3,271.84
ESS,APARTMENT,"Principal Financial Group, Inc.",2873742,3/30/21,0.0442,781198025,4,ESS-4,271.84
ESS,APARTMENT,Norges Bank Investment Management,2046993,12/30/20,0.0315,485997078,5,ESS-5,237.42
ESS,APARTMENT,JP Morgan Chase & Company,1493811,3/30/21,0.023,406077582,6,ESS-6,271.84
ESS,APARTMENT,"Geode Capital Management, LLC",1335731,3/30/21,0.0206,363105115,7,ESS-7,271.84
ESS,APARTMENT,Daiwa Securities Group Inc.,1254263,3/30/21,0.0193,340958853,8,ESS-8,271.84
ESS,APARTMENT,Northern Trust Corporation,1163947,3/30/21,0.0179,316407352,9,ESS-9,271.84
MAA,APARTMENT,"Vanguard Group, Inc.",18376856,3/30/21,0.1605,2652882932,0,MAA-0,144.36
MAA,APARTMENT,Blackrock Inc.,11386523,3/30/21,0.0995,1643758460,1,MAA-1,144.36
MAA,APARTMENT,State Street Corporation,6505582,3/30/21,0.0568,939145817,2,MAA-2,144.36
MAA,APARTMENT,"FMR, LLC",6478165,3/30/21,0.0566,935187899,3,MAA-3,144.36
MAA,APARTMENT,JP Morgan Chase & Company,4370269,3/30/21,0.0382,630892032,4,MAA-4,144.36
MAA,APARTMENT,Apg Asset Management Us Inc.,4083000,3/30/21,0.0357,589421880,5,MAA-5,144.36
MAA,APARTMENT,Capital World Investors,3075339,3/30/21,0.0269,443955938,6,MAA-6,144.36
MAA,APARTMENT,Cohen & Steers Inc.,2315103,3/30/21,0.0202,334208269,7,MAA-7,144.36
MAA,APARTMENT,"Geode Capital Management, LLC",2301033,3/30/21,0.0201,332177123,8,MAA-8,144.36
MAA,APARTMENT,Northern Trust Corporation,2062573,3/30/21,0.018,297753038,9,MAA-9,144.36
UDR,APARTMENT,"Vanguard Group, Inc.",46873687,3/30/21,0.1579,2055879911,0,UDR-0,43.86
UDR,APARTMENT,Cohen & Steers Inc.,41215391,3/30/21,0.1388,1807707049,1,UDR-1,43.86
UDR,APARTMENT,Blackrock Inc.,32623630,3/30/21,0.1099,1430872411,2,UDR-2,43.86
UDR,APARTMENT,State Street Corporation,16591084,3/30/21,0.0559,727684944,3,UDR-3,43.86
UDR,APARTMENT,Invesco Ltd.,13494012,3/30/21,0.0455,591847366,4,UDR-4,43.86
UDR,APARTMENT,JP Morgan Chase & Company,10809520,3/30/21,0.0364,474105547,5,UDR-5,43.86
UDR,APARTMENT,"FMR, LLC",10171569,3/30/21,0.0343,446125016,6,UDR-6,43.86
UDR,APARTMENT,Daiwa Securities Group Inc.,9804512,3/30/21,0.033,430025896,7,UDR-7,43.86
UDR,APARTMENT,"Geode Capital Management, LLC",5693031,3/30/21,0.0192,249696339,8,UDR-8,43.86
UDR,APARTMENT,CenterSquare Investment Management LLC,5287053,3/30/21,0.0178,231890144,9,UDR-9,43.86
CPT,APARTMENT,"Vanguard Group, Inc.",13917500,3/30/21,0.1425,1529672425,0,CPT-0,109.91
CPT,APARTMENT,Blackrock Inc.,11865070,3/30/21,0.1215,1304089843,1,CPT-1,109.91
CPT,APARTMENT,State Street Corporation,4913216,3/30/21,0.0503,540011570,2,CPT-2,109.91
CPT,APARTMENT,JP Morgan Chase & Company,3385889,3/30/21,0.0347,372143059,3,CPT-3,109.91
CPT,APARTMENT,Price (T.Rowe) Associates Inc,2825817,3/30/21,0.0289,310585546,4,CPT-4,109.91
CPT,APARTMENT,Capital World Investors,2580285,3/30/21,0.0264,283599124,5,CPT-5,109.91
CPT,APARTMENT,"Wellington Management Group, LLP",1967288,3/30/21,0.0201,216224624,6,CPT-6,109.91
CPT,APARTMENT,"Principal Financial Group, Inc.",1729690,3/30/21,0.0177,190110227,7,CPT-7,109.91
CPT,APARTMENT,"Long Pond Capital, LP",1664620,3/30/21,0.017,182958384,8,CPT-8,109.91
CPT,APARTMENT,Dimensional Fund Advisors LP,1532837,3/30/21,0.0157,168474114,9,CPT-9,109.91
AIV,APARTMENT,"Vanguard Group, Inc.",22198697,3/30/21,0.1479,136299999,0,AIV-0,6.14
AIV,APARTMENT,Price (T.Rowe) Associates Inc,21808022,3/30/21,0.1453,133901255,1,AIV-1,6.14
AIV,APARTMENT,Blackrock Inc.,13621950,3/30/21,0.0908,83638773,2,AIV-2,6.14
AIV,APARTMENT,"Sessa Capital IM, L.P.",6207814,3/30/21,0.0414,38115977,3,AIV-3,6.14
AIV,APARTMENT,"Long Pond Capital, LP",5961627,3/30/21,0.0397,36604389,4,AIV-4,6.14
AIV,APARTMENT,State Street Corporation,5440565,3/30/21,0.0363,33405069,5,AIV-5,6.14
AIV,APARTMENT,"Arrowstreet Capital, Limited Partnership",4201668,3/30/21,0.028,25798241,6,AIV-6,6.14
AIV,APARTMENT,Lazard Asset Management LLC,3308486,3/30/21,0.022,20314104,7,AIV-7,6.14
AIV,APARTMENT,Dimensional Fund Advisors LP,2367633,3/30/21,0.0158,14537266,8,AIV-8,6.14
AIV,APARTMENT,Millennium Management LLC,2343656,3/30/21,0.0156,14390047,9,AIV-9,6.14
BRG,APARTMENT,"AllianceBernstein, L.P.",1956891,3/30/21,0.0694,19784168,0,BRG-0,10.11
BRG,APARTMENT,Blackrock Inc.,1827007,3/30/21,0.0648,18471040,1,BRG-1,10.11
BRG,APARTMENT,"Vanguard Group, Inc.",1246464,3/30/21,0.0442,12601751,2,BRG-2,10.11
BRG,APARTMENT,Invesco Ltd.,943965,3/30/21,0.0335,9543486,3,BRG-3,10.11
BRG,APARTMENT,"Renaissance Technologies, LLC",550442,3/30/21,0.0195,5564968,4,BRG-4,10.11
BRG,APARTMENT,State Street Corporation,413189,3/30/21,0.0146,4177340,5,BRG-5,10.11
BRG,APARTMENT,"Geode Capital Management, LLC",395070,3/30/21,0.014,3994157,6,BRG-6,10.11
BRG,APARTMENT,Dimensional Fund Advisors LP,383705,3/30/21,0.0136,3879257,7,BRG-7,10.11
BRG,APARTMENT,"Kennedy Capital Management, Inc.",342974,3/30/21,0.0122,3467467,8,BRG-8,10.11
BRG,APARTMENT,Nuveen Asset Management,319724,3/30/21,0.0113,3232409,9,BRG-9,10.11
BXP,OFFICE,"Vanguard Group, Inc.",22639390,3/30/21,0.1451,2292464631,0,BXP-0,101.26
BXP,OFFICE,Blackrock Inc.,15992770,3/30/21,0.1025,1619427890,1,BXP-1,101.26
BXP,OFFICE,Norges Bank Investment Management,13037554,12/30/20,0.0835,1232439979,2,BXP-2,94.53
BXP,OFFICE,State Street Corporation,9110905,3/30/21,0.0584,922570240,3,BXP-3,101.26
BXP,OFFICE,TCI Fund Management Ltd,8753638,3/30/21,0.0561,886393383,4,BXP-4,101.26
BXP,OFFICE,Apg Asset Management Us Inc.,6292792,3/30/21,0.0403,637208117,5,BXP-5,101.26
BXP,OFFICE,JP Morgan Chase & Company,6168153,3/30/21,0.0395,624587172,6,BXP-6,101.26
BXP,OFFICE,Putnam Investments LLC,3548903,3/30/21,0.0227,359361917,7,BXP-7,101.26
BXP,OFFICE,"Geode Capital Management, LLC",2781378,3/30/21,0.0178,281642336,8,BXP-8,101.26
BXP,OFFICE,Northern Trust Corporation,2675288,3/30/21,0.0171,270899662,9,BXP-9,101.26
VNO,OFFICE,"Vanguard Group, Inc.",26931278,3/30/21,0.1407,1222410708,0,VNO-0,45.39
VNO,OFFICE,Norges Bank Investment Management,18082373,12/30/20,0.0944,675195807,1,VNO-1,37.34
VNO,OFFICE,Blackrock Inc.,15913308,3/30/21,0.0831,722305050,2,VNO-2,45.39
VNO,OFFICE,State Street Corporation,10369557,3/30/21,0.0542,470674192,3,VNO-3,45.39
VNO,OFFICE,JP Morgan Chase & Company,5254656,3/30/21,0.0274,238508835,4,VNO-4,45.39
VNO,OFFICE,Invesco Ltd.,4003770,3/30/21,0.0209,181731120,5,VNO-5,45.39
VNO,OFFICE,"Geode Capital Management, LLC",3298795,3/30/21,0.0172,149732305,6,VNO-6,45.39
VNO,OFFICE,Dimensional Fund Advisors LP,3063047,3/30/21,0.016,139031703,7,VNO-7,45.39
VNO,OFFICE,"Franklin Resources, Inc.",3044997,3/30/21,0.0159,138212413,8,VNO-8,45.39
VNO,OFFICE,Northern Trust Corporation,2875533,3/30/21,0.015,130520442,9,VNO-9,45.39
KRC,OFFICE,"Vanguard Group, Inc.",15911654,3/30/21,0.1366,1044281852,0,KRC-0,65.63
KRC,OFFICE,Blackrock Inc.,14178331,3/30/21,0.1218,930523863,1,KRC-1,65.63
KRC,OFFICE,Norges Bank Investment Management,9057009,12/30/20,0.0778,519872316,2,KRC-2,57.4
KRC,OFFICE,Resolution Capital Ltd,5384720,3/30/21,0.0462,353399173,3,KRC-3,65.63
KRC,OFFICE,Apg Asset Management Us Inc.,4924200,3/30/21,0.0423,323175246,4,KRC-4,65.63
KRC,OFFICE,State Street Corporation,4742629,3/30/21,0.0407,311258741,5,KRC-5,65.63
KRC,OFFICE,"Principal Financial Group, Inc.",3683994,3/30/21,0.0316,241780526,6,KRC-6,65.63
KRC,OFFICE,Blackstone Group Inc.,2832470,3/30/21,0.0243,185895006,7,KRC-7,65.63
KRC,OFFICE,JP Morgan Chase & Company,2208741,3/30/21,0.019,144959671,8,KRC-8,65.63
KRC,OFFICE,Cohen & Steers Inc.,2194669,3/30/21,0.0188,144036126,9,KRC-9,65.63
DEI,OFFICE,"Vanguard Group, Inc.",24363224,3/30/21,0.1388,765005233,0,DEI-0,31.4
DEI,OFFICE,Blackrock Inc.,19188755,3/30/21,0.1094,602526907,1,DEI-1,31.4
DEI,OFFICE,"FMR, LLC",12999941,3/30/21,0.0741,408198147,2,DEI-2,31.4
DEI,OFFICE,"Wellington Management Group, LLP",8398933,3/30/21,0.0479,263726496,3,DEI-3,31.4
DEI,OFFICE,State Street Corporation,7282530,3/30/21,0.0415,228671442,4,DEI-4,31.4
DEI,OFFICE,BAMCO Inc.,6983097,3/30/21,0.0398,219269245,5,DEI-5,31.4
DEI,OFFICE,"First Eagle Investment Management, LLC",6910221,3/30/21,0.0394,216980939,6,DEI-6,31.4
DEI,OFFICE,Norges Bank Investment Management,5904763,12/30/20,0.0337,172300984,7,DEI-7,29.18
DEI,OFFICE,Capital World Investors,4750000,3/30/21,0.0271,149150000,8,DEI-8,31.4
DEI,OFFICE,JP Morgan Chase & Company,4524107,3/30/21,0.0258,142056959,9,DEI-9,31.4
JBGS,OFFICE,"Vanguard Group, Inc.",17357446,3/30/21,0.132,551793208,0,JBGS-0,31.79
JBGS,OFFICE,Blackrock Inc.,13723733,3/30/21,0.1044,436277472,1,JBGS-1,31.79
JBGS,OFFICE,Norges Bank Investment Management,11714255,12/30/20,0.0891,366304753,2,JBGS-2,31.27
JBGS,OFFICE,Price (T.Rowe) Associates Inc,8968966,3/30/21,0.0682,285123429,3,JBGS-3,31.79
JBGS,OFFICE,Apg Asset Management Us Inc.,7219500,3/30/21,0.0549,229507905,4,JBGS-4,31.79
JBGS,OFFICE,JP Morgan Chase & Company,5071120,3/30/21,0.0386,161210904,5,JBGS-5,31.79
JBGS,OFFICE,State Street Corporation,5036427,3/30/21,0.0383,160108014,6,JBGS-6,31.79
JBGS,OFFICE,CenterSquare Investment Management LLC,4454202,3/30/21,0.0339,141599081,7,JBGS-7,31.79
JBGS,OFFICE,"Wellington Management Group, LLP",3871619,3/30/21,0.0294,123078768,8,JBGS-8,31.79
JBGS,OFFICE,"V3 Capital Management, L.P.",3218091,3/30/21,0.0245,102303112,9,JBGS-9,31.79
CUZ,OFFICE,"Vanguard Group, Inc.",21213838,3/30/21,0.1427,749909173,0,CUZ-0,35.35
CUZ,OFFICE,Blackrock Inc.,18976826,3/30/21,0.1277,670830799,1,CUZ-1,35.35
CUZ,OFFICE,"Principal Financial Group, Inc.",10073658,3/30/21,0.0678,356103810,2,CUZ-2,35.35
CUZ,OFFICE,State Street Corporation,6423417,3/30/21,0.0432,227067790,3,CUZ-3,35.35
CUZ,OFFICE,JP Morgan Chase & Company,6406513,3/30/21,0.0431,226470234,4,CUZ-4,35.35
CUZ,OFFICE,Boston Partners,5588702,3/30/21,0.0376,197560615,5,CUZ-5,35.35
CUZ,OFFICE,CenterSquare Investment Management LLC,4998683,3/30/21,0.0336,176703444,6,CUZ-6,35.35
CUZ,OFFICE,"AllianceBernstein, L.P.",4375811,3/30/21,0.0294,154684918,7,CUZ-7,35.35
CUZ,OFFICE,Apg Asset Management Us Inc.,3619500,3/30/21,0.0243,127949325,8,CUZ-8,35.35
CUZ,OFFICE,Dimensional Fund Advisors LP,2837720,3/30/21,0.0191,100313402,9,CUZ-9,35.35
HPP,OFFICE,"Vanguard Group, Inc.",21703313,3/30/21,0.1438,588810881,0,HPP-0,27.13
HPP,OFFICE,Blackrock Inc.,18368988,3/30/21,0.1217,498350644,1,HPP-1,27.13
HPP,OFFICE,PGGM Investments,10899972,3/30/21,0.0722,295716240,2,HPP-2,27.13
HPP,OFFICE,State Street Corporation,6610114,3/30/21,0.0438,179332392,3,HPP-3,27.13
HPP,OFFICE,Norges Bank Investment Management,6170704,12/30/20,0.0409,148220310,4,HPP-4,24.02
HPP,OFFICE,Canada Pension Plan Investment Board,4319601,3/30/21,0.0286,117190775,5,HPP-5,27.13
HPP,OFFICE,"Goldman Sachs Group, Inc.",4048290,3/30/21,0.0268,109830107,6,HPP-6,27.13
HPP,OFFICE,Blackstone Group Inc.,3797100,3/30/21,0.0252,103015323,7,HPP-7,27.13
HPP,OFFICE,Dimensional Fund Advisors LP,2905419,3/30/21,0.0192,78824017,8,HPP-8,27.13
HPP,OFFICE,Cbre Clarion Securities LLC,2791864,3/30/21,0.0185,75743270,9,HPP-9,27.13
SLG,OFFICE,"Vanguard Group, Inc.",10378996,3/30/21,0.1497,726425930,0,SLG-0,69.99
SLG,OFFICE,Blackrock Inc.,8143758,3/30/21,0.1174,569981622,1,SLG-1,69.99
SLG,OFFICE,PGGM Investments,3665858,3/30/21,0.0529,256573401,2,SLG-2,69.99
SLG,OFFICE,State Street Corporation,3216884,3/30/21,0.0464,225149711,3,SLG-3,69.99
SLG,OFFICE,Deutsche Bank Aktiengesellschaft,2682816,3/30/21,0.0387,187770291,4,SLG-4,69.99
SLG,OFFICE,Price (T.Rowe) Associates Inc,2593513,3/30/21,0.0374,181519974,5,SLG-5,69.99
SLG,OFFICE,Dimensional Fund Advisors LP,1356189,3/30/21,0.0196,94919668,6,SLG-6,69.99
SLG,OFFICE,Norges Bank Investment Management,1247185,12/30/20,0.018,76475568,7,SLG-7,61.32
SLG,OFFICE,Confluence Investment Management Llc,1205213,3/30/21,0.0174,84352857,8,SLG-8,69.99
SLG,OFFICE,Nuveen Asset Management,1199250,3/30/21,0.0173,83935507,9,SLG-9,69.99
HIW,OFFICE,"Vanguard Group, Inc.",14831065,3/30/21,0.1425,636845931,0,HIW-0,42.94
HIW,OFFICE,Blackrock Inc.,11872120,3/30/21,0.1141,509788832,1,HIW-1,42.94
HIW,OFFICE,Cohen & Steers Inc.,7649433,3/30/21,0.0735,328466653,2,HIW-2,42.94
HIW,OFFICE,"FMR, LLC",5826528,3/30/21,0.056,250191112,3,HIW-3,42.94
HIW,OFFICE,Victory Capital Management Inc.,5157778,3/30/21,0.0496,221474987,4,HIW-4,42.94
HIW,OFFICE,State Street Corporation,4874606,3/30/21,0.0468,209315581,5,HIW-5,42.94
HIW,OFFICE,"Goldman Sachs Group, Inc.",4042083,3/30/21,0.0388,173567044,6,HIW-6,42.94
HIW,OFFICE,Invesco Ltd.,2545274,3/30/21,0.0245,109294065,7,HIW-7,42.94
HIW,OFFICE,Dimensional Fund Advisors LP,1931534,3/30/21,0.0186,82940069,8,HIW-8,42.94
HIW,OFFICE,Brookfield Asset Management Inc.,1791305,3/30/21,0.0172,76918636,9,HIW-9,42.94
OFC,OFFICE,"Vanguard Group, Inc.",15957034,3/30/21,0.1421,420148705,0,OFC-0,26.33
OFC,OFFICE,Blackrock Inc.,12774891,3/30/21,0.1137,336362880,1,OFC-1,26.33
OFC,OFFICE,"FMR, LLC",5956744,3/30/21,0.053,156841069,2,OFC-2,26.33
OFC,OFFICE,Earnest Partners LLC,5583084,3/30/21,0.0497,147002601,3,OFC-3,26.33
OFC,OFFICE,"Barrow, Hanley Mewhinney & Strauss, LLC",5218688,3/30/21,0.0465,137408055,4,OFC-4,26.33
OFC,OFFICE,State Street Corporation,4902577,3/30/21,0.0436,129084852,5,OFC-5,26.33
OFC,OFFICE,Victory Capital Management Inc.,2710451,3/30/21,0.0241,71366174,6,OFC-6,26.33
OFC,OFFICE,Bank of America Corporation,2289638,3/30/21,0.0204,60286168,7,OFC-7,26.33
OFC,OFFICE,Dimensional Fund Advisors LP,2104772,3/30/21,0.0187,55418646,8,OFC-8,26.33
OFC,OFFICE,Northern Trust Corporation,1847390,3/30/21,0.0164,48641778,9,OFC-9,26.33
PGRE,OFFICE,"Vanguard Group, Inc.",25628367,3/30/21,0.1171,259615357,0,PGRE-0,10.13
PGRE,OFFICE,Norges Bank Investment Management,19882031,12/30/20,0.0908,179733560,1,PGRE-1,9.04
PGRE,OFFICE,Blackrock Inc.,12956130,3/30/21,0.0592,131245596,2,PGRE-2,10.13
PGRE,OFFICE,Ronit Capital LLP,6275000,3/30/21,0.0287,63565750,3,PGRE-3,10.13
PGRE,OFFICE,State Street Corporation,6210500,3/30/21,0.0284,62912365,4,PGRE-4,10.13
PGRE,OFFICE,Presima Inc.,3624400,3/30/21,0.0166,36715172,5,PGRE-5,10.13
PGRE,OFFICE,Dimensional Fund Advisors LP,3527002,3/30/21,0.0161,35728530,6,PGRE-6,10.13
PGRE,OFFICE,"Arrowstreet Capital, Limited Partnership",3150058,3/30/21,0.0144,31910087,7,PGRE-7,10.13
PGRE,OFFICE,Legal & General Group PLC,2793576,3/30/21,0.0128,28298924,8,PGRE-8,10.13
PGRE,OFFICE,Morgan Stanley,2526901,3/30/21,0.0115,25597507,9,PGRE-9,10.13
PDM,OFFICE,"Vanguard Group, Inc.",18278537,3/30/21,0.1474,317498187,0,PDM-0,17.37
PDM,OFFICE,Blackrock Inc.,12777724,3/30/21,0.103,221949065,1,PDM-1,17.37
PDM,OFFICE,Lsv Asset Management,5425415,3/30/21,0.0437,94239458,2,PDM-2,17.37
PDM,OFFICE,State Street Corporation,4970523,3/30/21,0.0401,86337984,3,PDM-3,17.37
PDM,OFFICE,"FMR, LLC",4555343,3/30/21,0.0367,79126307,4,PDM-4,17.37
PDM,OFFICE,Cbre Clarion Securities LLC,3810734,3/30/21,0.0307,66192449,5,PDM-5,17.37
PDM,OFFICE,"Wellington Management Group, LLP",3279760,3/30/21,0.0264,56969431,6,PDM-6,17.37
PDM,OFFICE,Dimensional Fund Advisors LP,2427980,3/30/21,0.0196,42174012,7,PDM-7,17.37
PDM,OFFICE,Northern Trust Corporation,2413632,3/30/21,0.0195,41924787,8,PDM-8,17.37
PDM,OFFICE,"Weiss Multi-Strategy Advisers, LLC",2344811,3/30/21,0.0189,40729367,9,PDM-9,17.37
WRE,OFFICE,Blackrock Inc.,15846697,3/30/21,0.1874,350212003,0,WRE-0,22.1
WRE,OFFICE,"Vanguard Group, Inc.",13010699,3/30/21,0.1538,287536447,1,WRE-1,22.1
WRE,OFFICE,"FMR, LLC",5564139,3/30/21,0.0658,122967471,2,WRE-2,22.1
WRE,OFFICE,State Street Corporation,4329778,3/30/21,0.0512,95688093,3,WRE-3,22.1
WRE,OFFICE,Thornburg Investment Management Inc.,3064661,3/30/21,0.0362,67729008,4,WRE-4,22.1
WRE,OFFICE,Schroder Investment Management Group,2489297,3/30/21,0.0294,55013463,5,WRE-5,22.1
WRE,OFFICE,Victory Capital Management Inc.,2488222,3/30/21,0.0294,54989706,6,WRE-6,22.1
WRE,OFFICE,Wells Fargo & Company,2138872,3/30/21,0.0253,47269071,7,WRE-7,22.1
WRE,OFFICE,"Renaissance Technologies, LLC",2121600,3/30/21,0.0251,46887360,8,WRE-8,22.1
WRE,OFFICE,Northern Trust Corporation,1866900,3/30/21,0.0221,41258490,9,WRE-9,22.1
ESRT,OFFICE,"Vanguard Group, Inc.",22292665,3/30/21,0.1297,248117361,0,ESRT-0,11.13
ESRT,OFFICE,Massachusetts Financial Services Co.,13075785,3/30/21,0.0761,145533487,1,ESRT-1,11.13
ESRT,OFFICE,Southeastern Asset Management Inc/tn/,12778058,3/30/21,0.0743,142219785,2,ESRT-2,11.13
ESRT,OFFICE,Blackrock Inc.,10448406,3/30/21,0.0608,116290758,3,ESRT-3,11.13
ESRT,OFFICE,Deutsche Bank Aktiengesellschaft,10439132,3/30/21,0.0607,116187539,4,ESRT-4,11.13
ESRT,OFFICE,State Street Corporation,4848371,3/30/21,0.0282,53962369,5,ESRT-5,11.13
ESRT,OFFICE,Credit Suisse AG,4502114,3/30/21,0.0262,50108528,6,ESRT-6,11.13
ESRT,OFFICE,Equity Investment Corp,4151773,3/30/21,0.0241,46209233,7,ESRT-7,11.13
ESRT,OFFICE,Morgan Stanley,3689104,3/30/21,0.0215,41059727,8,ESRT-8,11.13
ESRT,OFFICE,"AEW Capital Management, LP",3335000,3/30/21,0.0194,37118550,9,ESRT-9,11.13
BDN,OFFICE,"Vanguard Group, Inc.",27836888,3/30/21,0.1629,359374224,0,BDN-0,12.91
BDN,OFFICE,Blackrock Inc.,27336053,3/30/21,0.16,352908444,1,BDN-1,12.91
BDN,OFFICE,State Street Corporation,9420738,3/30/21,0.0551,121621727,2,BDN-2,12.91
BDN,OFFICE,Invesco Ltd.,8788619,3/30/21,0.0514,113461071,3,BDN-3,12.91
BDN,OFFICE,Macquarie Group Limited,7434589,3/30/21,0.0435,95980543,4,BDN-4,12.91
BDN,OFFICE,JP Morgan Chase & Company,7233781,3/30/21,0.0423,93388112,5,BDN-5,12.91
BDN,OFFICE,"Principal Financial Group, Inc.",6829894,3/30/21,0.04,88173931,6,BDN-6,12.91
BDN,OFFICE,Lsv Asset Management,5907053,3/30/21,0.0346,76260054,7,BDN-7,12.91
BDN,OFFICE,"American Century Companies, Inc.",5293633,3/30/21,0.031,68340802,8,BDN-8,12.91
BDN,OFFICE,"FMR, LLC",5037182,3/30/21,0.0295,65030019,9,BDN-9,12.91
CLI,OFFICE,Blackrock Inc.,16200015,3/30/21,0.1786,250776232,0,CLI-0,15.48
CLI,OFFICE,"Vanguard Group, Inc.",13265183,3/30/21,0.1462,205345032,1,CLI-1,15.48
CLI,OFFICE,"Madison International Realty Holdings, LLC",6409183,3/30/21,0.0706,99214152,2,CLI-2,15.48
CLI,OFFICE,State Street Corporation,4510255,3/30/21,0.0497,69818747,3,CLI-3,15.48
CLI,OFFICE,"FMR, LLC",4112463,3/30/21,0.0453,63660927,4,CLI-4,15.48
CLI,OFFICE,"H/2 Credit Manager, LP",3547314,3/30/21,0.0391,54912420,5,CLI-5,15.48
CLI,OFFICE,Nomura Holdings Inc.,3459810,3/30/21,0.0381,53557858,6,CLI-6,15.48
CLI,OFFICE,Dimensional Fund Advisors LP,1768995,3/30/21,0.0195,27384042,7,CLI-7,15.48
CLI,OFFICE,"Geode Capital Management, LLC",1651960,3/30/21,0.0182,25572340,8,CLI-8,15.48
CLI,OFFICE,Victory Capital Management Inc.,1472399,3/30/21,0.0162,22792736,9,CLI-9,15.48
HST,LODGING,"Vanguard Group, Inc.",112188070,3/30/21,0.1591,1890368979,0,HST-0,16.85
HST,LODGING,Blackrock Inc.,79232476,3/30/21,0.1123,1335067220,1,HST-1,16.85
HST,LODGING,Cohen & Steers Inc.,72797619,3/30/21,0.1032,1226639880,2,HST-2,16.85
HST,LODGING,State Street Corporation,41401078,3/30/21,0.0587,697608164,3,HST-3,16.85
HST,LODGING,Daiwa Securities Group Inc.,20267540,3/30/21,0.0287,341508049,4,HST-4,16.85
HST,LODGING,Invesco Ltd.,19628429,3/30/21,0.0278,330739028,5,HST-5,16.85
HST,LODGING,JP Morgan Chase & Company,17998912,3/30/21,0.0255,303281667,6,HST-6,16.85
HST,LODGING,"Geode Capital Management, LLC",15132328,3/30/21,0.0215,254979726,7,HST-7,16.85
HST,LODGING,Northern Trust Corporation,12158286,3/30/21,0.0172,204867119,8,HST-8,16.85
HST,LODGING,"Wellington Management Group, LLP",11826851,3/30/21,0.0168,199282439,9,HST-9,16.85
RHP,LODGING,"Vanguard Group, Inc.",7453595,3/30/21,0.1354,577728148,0,RHP-0,77.51
RHP,LODGING,Blackrock Inc.,5107236,3/30/21,0.0928,395861862,1,RHP-1,77.51
RHP,LODGING,"Wellington Management Group, LLP",3115123,3/30/21,0.0566,241453183,2,RHP-2,77.51
RHP,LODGING,State Street Corporation,2049996,3/30/21,0.0372,158895189,3,RHP-3,77.51
RHP,LODGING,Gamco Investors Inc,1471445,3/30/21,0.0267,114051701,4,RHP-4,77.51
RHP,LODGING,Invesco Ltd.,1352115,3/30/21,0.0246,104802433,5,RHP-5,77.51
RHP,LODGING,JP Morgan Chase & Company,1322752,3/30/21,0.024,102526507,6,RHP-6,77.51
RHP,LODGING,"Federated Hermes, Inc.",1278219,3/30/21,0.0232,99074754,7,RHP-7,77.51
RHP,LODGING,Deutsche Bank Aktiengesellschaft,1021515,3/30/21,0.0186,79177627,8,RHP-8,77.51
