Date,International,Institutional / Fund,Public / REITs,Private,Other,Undisclosed,Grand Total,International,Institutional / Fund,Public / REITs,Private,Other,Undisclosed,Grand Total,International,Institutional / Fund,Public / REITs,Private,Other,Undisclosed,Grand Total,,,Acquisitions,Dispositions,Net Acquisition,Acquisitions,Dispositions,Net Acquisition,Acquisitions,Dispositions,Net Acquisition,Acquisitions,Dispositions,Net Acquisition,Acquisitions,Dispositions,Net Acquisition,Acquisitions,Dispositions,Net Acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05Q2,"$4,457,889,007.00","$1,781,976,392.00","$3,004,976,900.00","$7,548,087,055.00","$436,552,130.00","$999,099,328.00","$18,228,580,813.00","$703,704,267.00","$4,841,363,276.00","$1,757,179,922.00","$9,538,292,446.00","$263,137,564.00","$1,124,903,338.00","$18,228,580,813.00","$3,754,184,740.00","($3,059,386,884.00)","$1,247,796,978.00","($1,990,205,390.00)","$173,414,566.00","($125,804,010.00)",- ,,05Q2,"$4,457,889,007.00","($703,704,267.00)","$3,754,184,740.00","$1,781,976,392.00","($4,841,363,276.00)","($3,059,386,884.00)","$3,004,976,900.00","($1,757,179,922.00)","$1,247,796,978.00","$7,548,087,055.00","($9,538,292,446.00)","($1,990,205,390.00)","$436,552,130.00","($263,137,564.00)","$173,414,566.00","$999,099,328.00","($1,124,903,338.00)","($125,804,010.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05Q3,"$1,894,426,108.00","$2,050,321,059.00","$1,073,409,341.00","$7,039,647,447.00","$335,793,927.00","$884,999,730.00","$13,278,597,613.00","$157,648,851.00","$2,148,189,962.00","$1,702,926,055.00","$7,194,434,749.00","$841,982,278.00","$1,233,415,719.00","$13,278,597,613.00","$1,736,777,257.00","($97,868,902.00)","($629,516,714.00)","($154,787,302.00)","($506,188,351.00)","($348,415,989.00)",- ,,05Q3,"$1,894,426,108.00","($157,648,851.00)","$1,736,777,257.00","$2,050,321,059.00","($2,148,189,962.00)","($97,868,902.00)","$1,073,409,341.00","($1,702,926,055.00)","($629,516,714.00)","$7,039,647,447.00","($7,194,434,749.00)","($154,787,302.00)","$335,793,927.00","($841,982,278.00)","($506,188,351.00)","$884,999,730.00","($1,233,415,719.00)","($348,415,989.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05Q4,"$1,000,891,437.00","$2,800,644,921.00","$2,716,490,653.00","$8,204,802,930.00","$441,516,578.00","$740,322,320.00","$15,904,668,839.00","$308,537,760.00","$2,387,806,524.00","$991,303,136.00","$10,266,899,214.00","$510,899,039.00","$1,439,223,166.00","$15,904,668,839.00","$692,353,677.00","$412,838,398.00","$1,725,187,517.00","($2,062,096,284.00)","($69,382,461.00)","($698,900,847.00)",- ,,05Q4,"$1,000,891,437.00","($308,537,760.00)","$692,353,677.00","$2,800,644,921.00","($2,387,806,524.00)","$412,838,398.00","$2,716,490,653.00","($991,303,136.00)","$1,725,187,517.00","$8,204,802,930.00","($10,266,899,214.00)","($2,062,096,284.00)","$441,516,578.00","($510,899,039.00)","($69,382,461.00)","$740,322,320.00","($1,439,223,166.00)","($698,900,847.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06Q1,"$826,987,805.00","$2,008,831,076.00","$1,049,714,038.00","$6,782,587,286.00","$716,627,944.00","$568,714,922.00","$11,953,463,070.00","$559,665,676.00","$1,153,698,850.00","$462,650,000.00","$7,682,183,662.00","$960,214,338.00","$1,135,050,545.00","$11,953,463,070.00","$267,322,130.00","$855,132,226.00","$587,064,038.00","($899,596,376.00)","($243,586,395.00)","($566,335,623.00)",- ,,06Q1,"$826,987,805.00","($559,665,676.00)","$267,322,130.00","$2,008,831,076.00","($1,153,698,850.00)","$855,132,226.00","$1,049,714,038.00","($462,650,000.00)","$587,064,038.00","$6,782,587,286.00","($7,682,183,662.00)","($899,596,376.00)","$716,627,944.00","($960,214,338.00)","($243,586,395.00)","$568,714,922.00","($1,135,050,545.00)","($566,335,623.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06Q2,"$1,048,193,136.00","$2,789,476,607.00","$1,229,427,098.00","$8,329,218,734.00","$557,314,624.00","$635,566,607.00","$14,589,196,806.00","$799,833,888.00","$1,978,681,140.00","$1,806,518,332.00","$7,924,556,197.00","$848,725,101.00","$1,230,882,148.00","$14,589,196,806.00","$248,359,247.00","$810,795,467.00","($577,091,234.00)","$404,662,538.00","($291,410,478.00)","($595,315,541.00)",- ,,06Q2,"$1,048,193,136.00","($799,833,888.00)","$248,359,247.00","$2,789,476,607.00","($1,978,681,140.00)","$810,795,467.00","$1,229,427,098.00","($1,806,518,332.00)","($577,091,234.00)","$8,329,218,734.00","($7,924,556,197.00)","$404,662,538.00","$557,314,624.00","($848,725,101.00)","($291,410,478.00)","$635,566,607.00","($1,230,882,148.00)","($595,315,541.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06Q3,"$3,840,708,634.00","$3,929,711,086.00","$1,774,579,539.00","$6,335,085,998.00","$680,477,692.00","$486,444,265.00","$17,047,007,214.00","$228,954,500.00","$1,443,005,231.00","$4,279,932,008.00","$7,662,278,742.00","$2,160,914,208.00","$1,271,922,526.00","$17,047,007,214.00","$3,611,754,134.00","$2,486,705,855.00","($2,505,352,468.00)","($1,327,192,744.00)","($1,480,436,516.00)","($785,478,261.00)",- ,,06Q3,"$3,840,708,634.00","($228,954,500.00)","$3,611,754,134.00","$3,929,711,086.00","($1,443,005,231.00)","$2,486,705,855.00","$1,774,579,539.00","($4,279,932,008.00)","($2,505,352,468.00)","$6,335,085,998.00","($7,662,278,742.00)","($1,327,192,744.00)","$680,477,692.00","($2,160,914,208.00)","($1,480,436,516.00)","$486,444,265.00","($1,271,922,526.00)","($785,478,261.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06Q4,"$1,750,375,751.00","$8,758,099,587.00","$1,500,932,551.00","$7,818,334,364.00","$456,654,486.00","$523,163,096.00","$20,807,559,835.00","$266,304,600.00","$1,966,837,359.00","$6,165,158,120.00","$8,733,449,666.00","$1,948,322,516.00","$1,727,487,574.00","$20,807,559,835.00","$1,484,071,151.00","$6,791,262,228.00","($4,664,225,569.00)","($915,115,302.00)","($1,491,668,030.00)","($1,204,324,478.00)",- ,,06Q4,"$1,750,375,751.00","($266,304,600.00)","$1,484,071,151.00","$8,758,099,587.00","($1,966,837,359.00)","$6,791,262,228.00","$1,500,932,551.00","($6,165,158,120.00)","($4,664,225,569.00)","$7,818,334,364.00","($8,733,449,666.00)","($915,115,302.00)","$456,654,486.00","($1,948,322,516.00)","($1,491,668,030.00)","$523,163,096.00","($1,727,487,574.00)","($1,204,324,478.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07Q1,"$572,029,546.00","$10,865,504,056.00","$7,355,491,838.00","$7,754,741,080.00","$379,120,485.00","$386,182,360.00","$27,313,069,363.00","$610,000,000.00","$2,633,399,186.00","$7,784,936,683.00","$14,530,009,750.00","$559,819,809.00","$1,194,903,935.00","$27,313,069,363.00","($37,970,454.00)","$8,232,104,870.00","($429,444,846.00)","($6,775,268,670.00)","($180,699,325.00)","($808,721,575.00)",- ,,07Q1,"$572,029,546.00","($610,000,000.00)","($37,970,454.00)","$10,865,504,056.00","($2,633,399,186.00)","$8,232,104,870.00","$7,355,491,838.00","($7,784,936,683.00)","($429,444,846.00)","$7,754,741,080.00","($14,530,009,750.00)","($6,775,268,670.00)","$379,120,485.00","($559,819,809.00)","($180,699,325.00)","$386,182,360.00","($1,194,903,935.00)","($808,721,575.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07Q2,"$7,275,599,803.00","$3,385,704,254.00","$1,270,867,409.00","$9,946,627,550.00","$466,730,769.00","$487,706,538.00","$22,833,236,324.00","$477,383,333.00","$2,007,855,922.00","$7,898,107,497.00","$10,459,249,219.00","$504,941,644.00","$1,485,698,710.00","$22,833,236,324.00","$6,798,216,470.00","$1,377,848,333.00","($6,627,240,087.00)","($512,621,669.00)","($38,210,875.00)","($997,992,172.00)",- ,,07Q2,"$7,275,599,803.00","($477,383,333.00)","$6,798,216,470.00","$3,385,704,254.00","($2,007,855,922.00)","$1,377,848,333.00","$1,270,867,409.00","($7,898,107,497.00)","($6,627,240,087.00)","$9,946,627,550.00","($10,459,249,219.00)","($512,621,669.00)","$466,730,769.00","($504,941,644.00)","($38,210,875.00)","$487,706,538.00","($1,485,698,710.00)","($997,992,172.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07Q3,"$4,040,283,332.00","$2,307,535,126.00","$2,322,080,227.00","$8,146,182,634.00","$629,992,121.00","$441,469,373.00","$17,887,542,812.00","$563,871,792.00","$2,936,728,251.00","$878,359,457.00","$11,835,555,914.00","$552,769,418.00","$1,120,257,980.00","$17,887,542,812.00","$3,476,411,540.00","($629,193,126.00)","$1,443,720,770.00","($3,689,373,280.00)","$77,222,703.00","($678,788,607.00)",- ,,07Q3,"$4,040,283,332.00","($563,871,792.00)","$3,476,411,540.00","$2,307,535,126.00","($2,936,728,251.00)","($629,193,126.00)","$2,322,080,227.00","($878,359,457.00)","$1,443,720,770.00","$8,146,182,634.00","($11,835,555,914.00)","($3,689,373,280.00)","$629,992,121.00","($552,769,418.00)","$77,222,703.00","$441,469,373.00","($1,120,257,980.00)","($678,788,607.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07Q4,"$921,306,250.00","$2,267,143,936.00","$2,027,682,258.00","$7,135,053,793.00","$411,109,953.00","$380,346,704.00","$13,142,642,893.00","$1,061,134,713.00","$2,117,577,812.00","$1,715,839,717.00","$6,474,955,515.00","$642,689,120.00","$1,130,446,016.00","$13,142,642,893.00","($139,828,463.00)","$149,566,124.00","$311,842,541.00","$660,098,278.00","($231,579,167.00)","($750,099,313.00)",- ,,07Q4,"$921,306,250.00","($1,061,134,713.00)","($139,828,463.00)","$2,267,143,936.00","($2,117,577,812.00)","$149,566,124.00","$2,027,682,258.00","($1,715,839,717.00)","$311,842,541.00","$7,135,053,793.00","($6,474,955,515.00)","$660,098,278.00","$411,109,953.00","($642,689,120.00)","($231,579,167.00)","$380,346,704.00","($1,130,446,016.00)","($750,099,313.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08Q1,"$572,555,000.00","$1,845,227,678.00","$1,093,418,313.00","$4,963,206,398.00","$636,983,857.00","$484,077,833.00","$9,595,469,078.00","$981,207,661.00","$909,232,253.00","$1,397,081,190.00","$4,990,039,486.00","$492,593,636.00","$825,314,853.00","$9,595,469,078.00","($408,652,661.00)","$935,995,425.00","($303,662,877.00)","($26,833,089.00)","$144,390,221.00","($341,237,020.00)",- ,,08Q1,"$572,555,000.00","($981,207,661.00)","($408,652,661.00)","$1,845,227,678.00","($909,232,253.00)","$935,995,425.00","$1,093,418,313.00","($1,397,081,190.00)","($303,662,877.00)","$4,963,206,398.00","($4,990,039,486.00)","($26,833,089.00)","$636,983,857.00","($492,593,636.00)","$144,390,221.00","$484,077,833.00","($825,314,853.00)","($341,237,020.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08Q2,"$318,803,423.00","$1,158,428,335.00","$369,869,934.00","$4,147,181,107.00","$341,556,273.00","$343,078,543.00","$6,678,917,615.00","$298,768,686.00","$685,068,045.00","$417,318,689.00","$3,914,317,061.00","$653,358,902.00","$710,086,232.00","$6,678,917,615.00","$20,034,737.00","$473,360,290.00","($47,448,755.00)","$232,864,046.00","($311,802,629.00)","($367,007,689.00)",- ,,08Q2,"$318,803,423.00","($298,768,686.00)","$20,034,737.00","$1,158,428,335.00","($685,068,045.00)","$473,360,290.00","$369,869,934.00","($417,318,689.00)","($47,448,755.00)","$4,147,181,107.00","($3,914,317,061.00)","$232,864,046.00","$341,556,273.00","($653,358,902.00)","($311,802,629.00)","$343,078,543.00","($710,086,232.00)","($367,007,689.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08Q3,"$139,197,333.00","$320,074,861.00","$244,461,867.00","$3,787,330,776.00","$627,643,847.00","$252,111,032.00","$5,370,819,716.00","$74,862,152.00","$514,973,401.00","$530,170,690.00","$3,165,413,357.00","$423,763,513.00","$661,636,604.00","$5,370,819,716.00","$64,335,181.00","($194,898,540.00)","($285,708,823.00)","$621,917,418.00","$203,880,334.00","($409,525,571.00)",- ,,08Q3,"$139,197,333.00","($74,862,152.00)","$64,335,181.00","$320,074,861.00","($514,973,401.00)","($194,898,540.00)","$244,461,867.00","($530,170,690.00)","($285,708,823.00)","$3,787,330,776.00","($3,165,413,357.00)","$621,917,418.00","$627,643,847.00","($423,763,513.00)","$203,880,334.00","$252,111,032.00","($661,636,604.00)","($409,525,571.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08Q4,"$253,934,292.00","$783,396,749.00","$286,021,030.00","$2,546,797,669.00","$376,050,596.00","$281,333,757.00","$4,527,534,094.00","$482,843,256.00","$303,273,832.00","$472,411,289.00","$2,196,998,481.00","$441,224,849.00","$630,782,388.00","$4,527,534,094.00","($228,908,964.00)","$480,122,918.00","($186,390,258.00)","$349,799,188.00","($65,174,253.00)","($349,448,630.00)",- ,,08Q4,"$253,934,292.00","($482,843,256.00)","($228,908,964.00)","$783,396,749.00","($303,273,832.00)","$480,122,918.00","$286,021,030.00","($472,411,289.00)","($186,390,258.00)","$2,546,797,669.00","($2,196,998,481.00)","$349,799,188.00","$376,050,596.00","($441,224,849.00)","($65,174,253.00)","$281,333,757.00","($630,782,388.00)","($349,448,630.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09Q1,"$530,285,341.00","$116,941,520.00","$153,406,670.00","$2,066,748,239.00","$301,927,592.00","$114,513,070.00","$3,283,822,432.00","$775,378,112.00","$204,224,000.00","$583,390,533.00","$1,199,032,819.00","$245,128,651.00","$276,668,317.00","$3,283,822,432.00","($245,092,771.00)","($87,282,480.00)","($429,983,863.00)","$867,715,420.00","$56,798,941.00","($162,155,247.00)",- ,,09Q1,"$530,285,341.00","($775,378,112.00)","($245,092,771.00)","$116,941,520.00","($204,224,000.00)","($87,282,480.00)","$153,406,670.00","($583,390,533.00)","($429,983,863.00)","$2,066,748,239.00","($1,199,032,819.00)","$867,715,420.00","$301,927,592.00","($245,128,651.00)","$56,798,941.00","$114,513,070.00","($276,668,317.00)","($162,155,247.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09Q2,"$16,745,000.00","$158,103,669.00",- ,"$2,274,827,581.00","$231,691,427.00","$120,754,964.00","$2,802,122,641.00","$132,437,952.00","$368,947,407.00","$262,127,357.00","$1,177,460,818.00","$679,157,383.00","$181,991,724.00","$2,802,122,641.00","($115,692,952.00)","($210,843,738.00)","($262,127,357.00)","$1,097,366,764.00","($447,465,956.00)","($61,236,760.00)",- ,,09Q2,"$16,745,000.00","($132,437,952.00)","($115,692,952.00)","$158,103,669.00","($368,947,407.00)","($210,843,738.00)", $- ,"($262,127,357.00)","($262,127,357.00)","$2,274,827,581.00","($1,177,460,818.00)","$1,097,366,764.00","$231,691,427.00","($679,157,383.00)","($447,465,956.00)","$120,754,964.00","($181,991,724.00)","($61,236,760.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09Q3,"$155,251,667.00","$843,209,068.00","$176,823,446.00","$1,824,595,521.00","$226,761,794.00","$164,006,030.00","$3,390,647,525.00","$347,566,095.00","$495,868,228.00","$947,107,930.00","$895,331,933.00","$364,200,196.00","$340,573,143.00","$3,390,647,525.00","($192,314,428.00)","$347,340,840.00","($770,284,484.00)","$929,263,588.00","($137,438,402.00)","($176,567,113.00)",- ,,09Q3,"$155,251,667.00","($347,566,095.00)","($192,314,428.00)","$843,209,068.00","($495,868,228.00)","$347,340,840.00","$176,823,446.00","($947,107,930.00)","($770,284,484.00)","$1,824,595,521.00","($895,331,933.00)","$929,263,588.00","$226,761,794.00","($364,200,196.00)","($137,438,402.00)","$164,006,030.00","($340,573,143.00)","($176,567,113.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09Q4,"$438,727,510.00","$1,689,600,724.00","$1,250,977,695.00","$2,867,519,406.00","$498,893,988.00","$249,583,306.00","$6,995,302,630.00","$1,689,318,825.00","$1,254,230,023.00","$1,057,226,729.00","$1,376,593,135.00","$1,338,163,365.00","$279,770,553.00","$6,995,302,630.00","($1,250,591,315.00)","$435,370,701.00","$193,750,966.00","$1,490,926,271.00","($839,269,376.00)","($30,187,247.00)",- ,,09Q4,"$438,727,510.00","($1,689,318,825.00)","($1,250,591,315.00)","$1,689,600,724.00","($1,254,230,023.00)","$435,370,701.00","$1,250,977,695.00","($1,057,226,729.00)","$193,750,966.00","$2,867,519,406.00","($1,376,593,135.00)","$1,490,926,271.00","$498,893,988.00","($1,338,163,365.00)","($839,269,376.00)","$249,583,306.00","($279,770,553.00)","($30,187,247.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10Q1,"$202,875,785.00","$859,748,738.00","$507,459,000.00","$1,958,353,290.00","$195,800,600.00","$150,912,634.00","$3,875,150,047.00","$362,108,000.00","$763,727,838.00","$427,467,736.00","$1,836,917,123.00","$193,878,126.00","$291,051,224.00","$3,875,150,047.00","($159,232,215.00)","$96,020,900.00","$79,991,264.00","$121,436,167.00","$1,922,474.00","($140,138,590.00)",- ,,10Q1,"$202,875,785.00","($362,108,000.00)","($159,232,215.00)","$859,748,738.00","($763,727,838.00)","$96,020,900.00","$507,459,000.00","($427,467,736.00)","$79,991,264.00","$1,958,353,290.00","($1,836,917,123.00)","$121,436,167.00","$195,800,600.00","($193,878,126.00)","$1,922,474.00","$150,912,634.00","($291,051,224.00)","($140,138,590.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10Q2,"$906,131,691.00","$937,298,767.00","$367,866,024.00","$2,086,652,622.00","$251,240,142.00","$197,677,592.00","$4,746,866,838.00","$162,100,000.00","$1,507,692,828.00","$524,073,093.00","$2,036,254,815.00","$116,878,816.00","$399,867,287.00","$4,746,866,838.00","$744,031,691.00","($570,394,060.00)","($156,207,068.00)","$50,397,806.00","$134,361,326.00","($202,189,695.00)",- ,,10Q2,"$906,131,691.00","($162,100,000.00)","$744,031,691.00","$937,298,767.00","($1,507,692,828.00)","($570,394,060.00)","$367,866,024.00","($524,073,093.00)","($156,207,068.00)","$2,086,652,622.00","($2,036,254,815.00)","$50,397,806.00","$251,240,142.00","($116,878,816.00)","$134,361,326.00","$197,677,592.00","($399,867,287.00)","($202,189,695.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10Q3,"$499,275,121.00","$909,172,625.00","$2,806,716,623.00","$2,142,080,258.00","$285,817,929.00","$253,163,637.00","$6,896,226,193.00","$143,084,460.00","$3,005,090,609.00","$535,430,856.00","$2,504,853,828.00","$219,978,461.00","$487,787,978.00","$6,896,226,193.00","$356,190,662.00","($2,095,917,984.00)","$2,271,285,767.00","($362,773,571.00)","$65,839,467.00","($234,624,341.00)",- ,,10Q3,"$499,275,121.00","($143,084,460.00)","$356,190,662.00","$909,172,625.00","($3,005,090,609.00)","($2,095,917,984.00)","$2,806,716,623.00","($535,430,856.00)","$2,271,285,767.00","$2,142,080,258.00","($2,504,853,828.00)","($362,773,571.00)","$285,817,929.00","($219,978,461.00)","$65,839,467.00","$253,163,637.00","($487,787,978.00)","($234,624,341.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
